"","Duration","Proto","SrcPt","DstPt","Packets","Bytes","Flags","Tos","class","Packets_speed","Bytes_speed","Hour","Min","Sec"
"361",0.037,6,51055,80,2,140,18,0,0,54.0540540540541,3783.78378378378,51,8,2
"362",0,6,35697,80,1,66,16,0,0,10000,660000,10,19,2
"363",0,6,443,60711,1,54,16,32,0,10000,540000,30,6,1
"364",0,6,37574,443,1,66,16,0,0,10000,660000,38,44,7
"365",0,6,55273,443,2,132,17,0,0,20000,1320000,27,20,9
"366",0,17,37845,53,1,78,0,0,0,10000,780000,22,12,6
"367",0.592,6,59320,443,9,2504,24,0,0,15.2027027027027,4229.72972972973,11,8,6
"368",4.98,6,51082,80,15,3118,24,0,0,3.01204819277108,626.104417670683,42,48,8
"369",0.057,6,57463,443,4,796,26,0,0,70.1754385964912,13964.9122807018,55,52,0
"370",0.005,17,35678,53,2,168,0,0,0,400,33600,34,8,3
"371",0,6,80,59259,1,66,16,32,0,10000,660000,31,55,6
"372",0,17,37791,53,2,140,0,0,0,20000,1400000,23,36,8
"373",0,6,59358,443,1,55,16,0,0,10000,550000,9,17,7
"374",0.089,6,443,56757,5,493,26,0,0,56.1797752808989,5539.32584269663,33,47,9
"375",0,6,8082,61578,1,200,24,32,0,10000,2e+06,13,6,8
"376",0.016,6,443,38987,3,215,25,32,0,187.5,13437.5,12,10,7
"377",0,6,80,60453,1,66,16,32,0,10000,660000,36,23,6
"378",0,6,53526,80,1,66,16,0,0,10000,660000,54,4,6
"379",0,6,43195,443,1,66,16,0,0,10000,660000,53,32,5
"380",0,17,33513,53,2,144,0,0,0,20000,1440000,27,48,4
"381",0,17,47145,53,1,73,0,0,0,10000,730000,46,12,7
"382",0,6,52482,80,1,55,16,0,0,10000,550000,25,10,5
"383",0.395,6,63438,443,48,4192,26,0,0,121.518987341772,10612.6582278481,42,47,9
"384",1.518,6,59539,443,10,1875,24,0,0,6.58761528326746,1235.17786561265,4,46,6
"385",0,6,45990,443,1,66,16,0,0,10000,660000,45,32,1
"386",0.019,6,53076,80,2,120,18,0,0,105.263157894737,6315.78947368421,26,8,5
"387",0.268,6,80,34365,4,3864,24,0,0,14.9253731343284,14417.9104477612,26,34,1
"388",0,6,33503,443,2,132,17,0,0,20000,1320000,16,34,0
"389",0,6,50274,443,1,54,16,0,0,10000,540000,13,55,8
"390",0,6,53686,443,1,55,16,0,0,10000,550000,27,41,6
"391",0.363,6,443,55741,10,14583,24,0,0,27.5482093663912,40173.5537190083,29,23,2
"392",0.002,6,43145,445,2,174,24,0,0,1000,87000,52,21,7
"393",0.951,6,57460,80,11,5722,24,0,0,11.5667718191378,6016.82439537329,7,45,1
"394",0.173,6,80,49651,3,909,26,32,0,17.3410404624277,5254.33526011561,24,37,6
"395",0,17,53,42148,2,533,0,0,0,20000,5330000,26,25,3
"396",0,6,80,56771,1,66,16,32,0,10000,660000,42,9,2
"397",0,6,47742,80,1,66,16,0,0,10000,660000,45,19,8
"398",0,6,39128,443,1,66,16,0,0,10000,660000,30,7,4
"399",0.062,6,48381,8082,2,338,24,0,0,32.258064516129,5451.61290322581,24,5,6
"400",0,6,443,34963,1,66,16,32,0,10000,660000,4,15,4
"401",0,17,53,51653,1,138,0,0,0,10000,1380000,23,13,0
"402",0,6,34643,80,1,66,16,0,0,10000,660000,29,21,0
"403",0.002,6,37191,445,2,174,24,0,0,1000,87000,59,13,7
"404",0,17,32835,53,2,146,0,0,0,20000,1460000,14,45,1
"405",0,6,41646,443,1,66,16,0,0,10000,660000,14,50,5
"406",0.001,6,49511,445,2,174,24,0,0,2000,174000,37,25,0
"407",0.005,6,40239,445,2,174,24,0,0,400,34800,8,54,8
"408",0,6,80,56831,1,66,17,32,0,10000,660000,37,28,4
"409",0.001,17,53,49572,2,198,0,0,0,2000,198000,44,11,5
"410",0.023,6,35293,443,3,215,25,0,0,130.434782608696,9347.82608695652,3,12,7
"411",0,6,443,33467,1,66,16,0,0,10000,660000,36,29,7
"412",0.083,6,443,50772,7,6163,26,32,0,84.3373493975904,74253.0120481928,17,56,4
"413",0.018,6,80,60351,2,132,17,32,0,111.111111111111,7333.33333333333,49,53,1
"414",0.131,6,47177,443,7,1866,26,0,0,53.4351145038168,14244.2748091603,26,58,5
"415",0.106,6,443,59994,7,3847,27,32,0,66.0377358490566,36292.4528301887,30,59,4
"416",0,6,80,49921,1,54,16,32,0,10000,540000,50,41,0
"417",0.004,6,58157,443,3,198,17,0,0,750,49500,6,41,2
"418",0.005,6,443,35500,2,178,24,32,0,400,35600,38,46,3
"419",0,6,80,40466,1,66,16,32,0,10000,660000,0,20,8
"420",0.272,6,59515,80,4,639,26,0,0,14.7058823529412,2349.26470588235,49,59,9
"421",0.302,6,59812,80,4,587,26,0,0,13.2450331125828,1943.70860927152,9,21,2
"422",0.587,6,41218,443,8,859,26,0,0,13.6286201022147,1463.3730834753,6,26,5
"423",0,6,445,34743,1,108,24,0,0,10000,1080000,12,46,7
"424",0,6,443,51700,1,66,16,32,0,10000,660000,33,2,2
"425",0.037,17,53,55262,2,316,0,0,0,54.0540540540541,8540.54054054054,4,23,8
"426",0,6,443,52893,1,66,16,32,0,10000,660000,43,23,1
"427",0,6,55730,80,1,66,16,0,0,10000,660000,29,47,0
"428",0,6,58368,80,1,54,16,0,0,10000,540000,42,7,4
"429",0.211,6,443,57430,7,5712,26,32,0,33.175355450237,27071.0900473934,16,20,2
"430",1.338,6,80,39476,2,148,18,32,0,1.49476831091181,110.612855007474,47,13,0
"431",0,6,38325,80,1,66,16,0,0,10000,660000,13,58,2
"432",0.244,6,443,54614,9,973,24,32,0,36.8852459016393,3987.70491803279,51,2,8
"433",0,6,443,50558,1,66,16,32,0,10000,660000,55,30,1
"434",0.542,6,443,49974,154,435157,26,0,0,284.132841328413,802872.693726937,0,29,3
"435",0,6,58583,443,1,66,16,0,0,10000,660000,30,56,5
"436",0,6,45443,443,1,66,16,0,0,10000,660000,8,45,1
"437",0,6,80,49696,1,66,16,32,0,10000,660000,14,17,6
"438",0,6,443,52863,1,66,16,32,0,10000,660000,16,55,7
"439",0,6,443,45224,3,229,25,0,0,30000,2290000,54,8,9
"440",0,6,52274,80,1,55,16,0,0,10000,550000,25,3,0
"441",0,6,41277,80,1,66,16,0,0,10000,660000,22,58,7
"442",0.021,6,48380,8082,2,338,24,0,0,95.2380952380952,16095.2380952381,56,5,9
"443",0,6,43553,80,1,66,16,0,0,10000,660000,52,11,8
"444",0.086,6,38697,80,2,759,24,0,0,23.2558139534884,8825.58139534884,29,19,5
"445",0,6,445,46808,1,108,24,0,0,10000,1080000,23,20,8
"446",0.048,17,55269,53,2,158,0,0,0,41.6666666666667,3291.66666666667,13,8,3
"447",0,6,443,39343,1,66,16,32,0,10000,660000,37,22,5
"448",0.331,6,58957,443,4,264,17,0,0,12.0845921450151,797.583081570997,3,7,5
"449",0,6,50272,80,1,66,16,0,0,10000,660000,21,52,6
"450",0,6,443,46352,1,66,16,32,0,10000,660000,1,20,6
"451",0,6,39786,80,1,66,16,0,0,10000,660000,14,51,1
"452",0.001,6,43145,445,2,174,24,0,0,2000,174000,41,34,2
"453",0,6,37080,80,1,66,16,0,0,10000,660000,18,35,4
"454",0,6,443,58562,1,54,16,0,0,10000,540000,2,34,0
"455",0,6,60842,443,1,66,16,0,0,10000,660000,13,28,9
"456",0.02,6,51152,8082,2,338,24,0,0,100,16900,54,37,4
"457",0,17,53,56888,2,331,0,0,0,20000,3310000,6,47,0
"458",0,6,80,52299,1,66,16,32,0,10000,660000,27,44,4
"459",0.049,6,57311,80,2,108,17,0,0,40.8163265306122,2204.08163265306,27,42,5
"460",0.001,6,62292,443,2,108,17,0,0,2000,108000,40,11,7
"461",0,17,48571,53,2,144,0,0,0,20000,1440000,22,43,0
"462",0,6,80,45275,1,54,16,32,0,10000,540000,53,3,0
"463",0.179,6,443,54202,2,163,25,32,0,11.1731843575419,910.614525139665,0,43,4
"464",0,6,443,58145,1,66,16,32,0,10000,660000,42,15,8
"465",0,6,80,63026,1,66,16,32,0,10000,660000,26,26,5
"466",0.003,17,53,41737,2,194,0,0,0,666.666666666667,64666.6666666667,5,17,1
"467",0.031,6,33193,443,5,982,24,0,0,161.290322580645,31677.4193548387,55,48,6
"468",0,17,53,53604,1,174,0,0,0,10000,1740000,24,16,5
"469",0,6,443,33034,1,66,16,0,0,10000,660000,38,25,7
"470",0.197,6,80,54515,2,652,26,32,0,10.1522842639594,3309.64467005076,33,2,9
"471",0.001,17,53,48524,2,360,0,0,0,2000,360000,16,4,2
"472",0,6,56153,80,1,66,16,0,0,10000,660000,52,21,3
"473",0.002,17,53,36079,2,595,0,0,0,1000,297500,24,37,8
"474",0,6,443,43426,1,66,16,32,0,10000,660000,36,2,0
"475",0,6,443,37922,1,66,16,0,0,10000,660000,17,10,7
"476",0.224,6,33419,443,19,2409,26,0,0,84.8214285714286,10754.4642857143,54,1,1
"477",0.07,6,37502,80,120,8770,24,0,0,1714.28571428571,125285.714285714,22,23,2
"478",0,6,49831,80,1,55,16,0,0,10000,550000,15,59,6
"479",0,6,443,35125,4,317,25,32,0,40000,3170000,51,20,1
"480",0.041,6,50668,80,5,764,26,0,0,121.951219512195,18634.1463414634,40,49,1
"481",0,6,443,49838,1,66,16,32,0,10000,660000,4,47,3
"482",0,6,56037,443,1,66,16,0,0,10000,660000,52,38,4
"483",0,6,443,63414,1,54,16,32,0,10000,540000,46,43,6
"484",0,6,80,43094,1,66,16,0,0,10000,660000,43,58,5
"485",0.33,6,443,41930,6,6118,26,32,0,18.1818181818182,18539.3939393939,29,4,8
"486",0,6,57211,80,1,55,16,0,0,10000,550000,27,2,1
"487",0,6,443,54681,1,66,16,0,0,10000,660000,34,10,5
"488",0,6,443,38824,3,198,17,32,0,30000,1980000,2,17,5
"489",0,6,443,48362,3,229,25,0,0,30000,2290000,41,6,0
"490",0.223,6,80,34055,5,2604,27,32,0,22.4215246636771,11677.130044843,22,41,7
"491",0,6,443,50458,1,66,16,32,0,10000,660000,20,11,5
"492",0,6,46081,443,1,66,16,0,0,10000,660000,19,21,5
"493",0,6,47023,80,1,66,16,0,0,10000,660000,14,23,9
"494",0,6,40805,443,1,66,16,0,0,10000,660000,29,46,6
"495",0,6,80,60494,1,66,16,32,0,10000,660000,57,56,5
"496",0.235,6,43838,443,14,3250,26,0,0,59.5744680851064,13829.7872340426,42,35,9
"497",0,6,443,59199,1,66,16,32,0,10000,660000,28,56,4
"498",0,6,36013,443,1,54,16,0,0,10000,540000,42,57,6
"499",0,6,443,39265,1,112,24,32,0,10000,1120000,11,52,0
"500",0.204,6,8082,49198,2,400,24,32,0,9.80392156862745,1960.78431372549,32,59,1
"501",0.822,6,41645,443,7,2187,26,0,0,8.51581508515815,2660.58394160584,42,18,9
"502",0,6,35859,443,1,66,16,0,0,10000,660000,54,15,3
"503",0,6,42794,80,1,66,16,0,0,10000,660000,50,38,8
"504",0.162,6,80,51251,31,60662,26,0,0,191.358024691358,374456.790123457,24,18,2
"505",0,6,80,53469,1,66,16,0,0,10000,660000,11,30,1
"506",0,6,42157,80,1,66,16,0,0,10000,660000,50,47,7
"507",0,6,42794,443,1,66,16,0,0,10000,660000,22,40,4
"508",0.018,6,38138,80,2,132,17,0,0,111.111111111111,7333.33333333333,7,25,6
"509",0,6,443,53780,1,54,16,32,0,10000,540000,17,45,8
"510",0,6,37478,443,1,66,16,0,0,10000,660000,49,42,6
"511",0,6,49347,80,1,66,16,0,0,10000,660000,6,22,1
"512",0.454,6,443,60378,3,205,25,32,0,6.6079295154185,451.541850220264,39,54,2
"513",0,6,443,52596,1,66,16,32,0,10000,660000,32,22,1
"514",0.048,17,53,58081,2,388,0,0,0,41.6666666666667,8083.33333333333,37,17,1
"515",0,6,53646,80,1,66,16,0,0,10000,660000,0,32,4
"516",0,6,80,54446,1,66,16,32,0,10000,660000,36,41,2
"517",0,6,80,37135,1,66,17,32,0,10000,660000,52,19,6
"518",0,6,58341,80,1,55,16,0,0,10000,550000,55,41,3
"519",0,6,43287,443,2,108,17,0,0,20000,1080000,9,11,6
"520",0,6,443,56704,1,66,16,32,0,10000,660000,56,56,6
"521",0,6,443,41333,1,66,16,32,0,10000,660000,23,32,1
"522",0.254,6,49807,443,2,166,24,0,0,7.8740157480315,653.543307086614,12,59,9
"523",0,6,59871,443,1,66,16,0,0,10000,660000,44,25,9
"524",0,6,443,51571,3,198,17,0,0,30000,1980000,14,22,1
"525",0,17,53,49469,1,209,0,0,0,10000,2090000,34,51,9
"526",0.127,6,60435,443,24,2577,26,0,0,188.976377952756,20291.3385826772,11,6,6
"527",0.085,6,443,40550,5,603,25,32,0,58.8235294117647,7094.11764705882,14,41,5
"528",0,6,80,39041,1,54,17,32,0,10000,540000,10,39,0
"529",0,6,445,43145,1,108,24,0,0,10000,1080000,2,35,3
"530",0,6,60559,80,1,66,16,0,0,10000,660000,52,21,5
"531",0.545,6,35009,80,4,272,19,0,0,7.3394495412844,499.082568807339,52,1,4
"532",0.524,6,56293,80,8,1829,26,0,0,15.2671755725191,3490.45801526718,39,31,8
"533",0.055,6,443,53681,9,14031,26,0,0,163.636363636364,255109.090909091,14,52,8
"534",0.342,6,445,49094,2,178,24,0,0,5.84795321637427,520.46783625731,9,27,2
"535",0,6,443,60912,1,66,16,32,0,10000,660000,55,27,3
"536",0,6,80,45060,1,66,17,0,0,10000,660000,32,31,9
"537",1.535,6,80,49832,2,132,17,0,0,1.30293159609121,85.9934853420196,15,15,8
"538",0,6,443,33916,1,66,16,32,0,10000,660000,6,58,4
"539",0,6,80,37479,1,54,16,32,0,10000,540000,51,35,6
"540",0.918,6,443,49738,8,6624,26,32,0,8.71459694989107,7215.6862745098,53,21,4
"541",0.049,6,41321,443,5,906,26,0,0,102.040816326531,18489.7959183673,39,37,3
"542",0,6,80,33107,1,66,16,32,0,10000,660000,7,51,1
"543",0,6,51616,443,2,132,17,0,0,20000,1320000,20,0,4
"544",0.019,6,37039,8082,2,338,24,0,0,105.263157894737,17789.4736842105,26,10,1
"545",0,6,80,37265,1,66,16,32,0,10000,660000,6,38,4
"546",0,6,57217,80,1,66,16,0,0,10000,660000,12,7,4
"547",0,6,80,39366,1,78,16,32,0,10000,780000,13,9,2
"548",0.044,17,45196,53,2,140,0,0,0,45.4545454545455,3181.81818181818,57,34,0
"549",0.355,6,443,52508,12,5406,27,32,0,33.8028169014085,15228.1690140845,25,1,5
"550",0.024,6,53873,80,2,108,17,0,0,83.3333333333333,4500,39,38,3
"551",0,6,80,52876,1,74,18,32,0,10000,740000,18,18,3
"552",0.129,6,51233,443,2,827,24,0,0,15.5038759689922,6410.85271317829,34,46,7
"553",0,6,443,36013,1,54,16,32,0,10000,540000,33,44,4
"554",0,6,57392,443,1,66,16,0,0,10000,660000,32,13,0
"555",0,6,80,55730,1,66,16,0,0,10000,660000,30,37,2
"556",0.334,6,443,62857,6,1419,26,32,0,17.9640718562874,4248.50299401198,4,46,5
"557",0.028,6,49978,443,2,178,24,0,0,71.4285714285714,6357.14285714286,29,55,8
"558",0,6,80,57347,1,66,16,0,0,10000,660000,39,4,7
"559",0,6,443,44187,1,66,16,0,0,10000,660000,52,37,3
"560",0.003,17,53,53520,2,479,0,0,0,666.666666666667,159666.666666667,8,14,5
"561",0,6,59118,80,1,55,16,0,0,10000,550000,8,55,4
"562",0,6,443,57803,2,260,24,0,0,20000,2600000,27,39,9
"563",0,6,80,60390,1,66,16,32,0,10000,660000,12,28,6
"564",3.42,6,49248,80,5,270,17,0,0,1.46198830409357,78.9473684210526,17,5,5
"565",0.309,6,63366,443,3,1591,24,0,0,9.70873786407767,5148.86731391586,47,43,9
"566",0.057,6,50335,443,10,1664,26,0,0,175.438596491228,29192.9824561404,41,56,8
"567",0.002,17,53,46502,2,388,0,0,0,1000,194000,5,24,5
"568",0.822,6,51117,80,275,24662,26,0,0,334.549878345499,30002.4330900243,3,58,8
"569",0,6,51234,443,1,55,16,0,0,10000,550000,21,23,0
"570",0.256,6,36013,443,3,2940,24,0,0,11.71875,11484.375,6,36,0
"571",0.154,6,44601,443,3,656,24,0,0,19.4805194805195,4259.74025974026,29,11,9
"572",0,6,445,43183,1,70,24,0,0,10000,7e+05,0,24,1
"573",0.032,17,53,48352,2,294,0,0,0,62.5,9187.5,9,11,7
"574",0.094,6,443,33135,4,419,26,0,0,42.5531914893617,4457.44680851064,1,45,8
"575",0,6,443,52051,2,163,25,0,0,20000,1630000,34,4,4
"576",0,6,53604,80,1,66,16,0,0,10000,660000,0,29,4
"577",0.034,6,443,40882,2,163,25,32,0,58.8235294117647,4794.11764705882,21,29,1
"578",0,6,59893,443,1,55,16,0,0,10000,550000,34,32,0
"579",0,6,80,36963,1,66,16,32,0,10000,660000,51,6,1
"580",0.044,17,60651,53,2,156,0,0,0,45.4545454545455,3545.45454545455,11,5,9
"581",0,6,80,48017,1,66,17,32,0,10000,660000,0,22,6
"582",0,6,8082,49194,1,200,24,32,0,10000,2e+06,41,25,3
"583",1.087,6,443,39556,7,1092,26,32,0,6.43974241030359,1004.59981600736,1,57,5
"584",0,17,53,60936,1,96,0,0,0,10000,960000,12,43,4
"585",0.02,6,48891,80,2,132,17,0,0,100,6600,57,25,0
"586",0,17,53,49845,2,299,0,0,0,20000,2990000,22,0,4
"587",0,17,53,55584,2,299,0,0,0,20000,2990000,29,14,3
"588",0,6,46837,80,1,66,16,0,0,10000,660000,49,44,5
"589",0.126,6,51387,443,3,1275,24,0,0,23.8095238095238,10119.0476190476,13,6,4
"590",0,6,38693,443,1,66,16,0,0,10000,660000,25,45,2
"591",0.117,6,443,62164,3,193,25,32,0,25.6410256410256,1649.57264957265,40,4,0
"592",0,6,443,50037,2,163,25,32,0,20000,1630000,0,32,3
"593",0.032,17,53,32967,2,260,0,0,0,62.5,8125,26,12,5
"594",0,6,57248,443,1,66,16,0,0,10000,660000,56,20,7
"595",0,6,45412,443,1,66,16,0,0,10000,660000,32,0,3
"596",0.556,6,443,48691,2,781,24,0,0,3.59712230215827,1404.67625899281,27,41,5
"597",0.021,6,49177,80,2,140,18,0,0,95.2380952380952,6666.66666666667,51,20,2
"598",0,17,53410,53,2,150,0,0,0,20000,1500000,59,31,6
"599",0.017,6,80,42522,2,132,17,32,0,117.647058823529,7764.70588235294,19,0,0
"600",0,6,54412,80,1,55,16,0,0,10000,550000,52,23,4
"601",0,6,80,35641,1,66,16,32,0,10000,660000,43,57,7
"602",0,6,60348,80,1,66,16,0,0,10000,660000,1,6,8
"603",0.031,6,80,40064,3,1002,26,32,0,96.7741935483871,32322.5806451613,10,56,8
"604",0,6,8082,37039,1,212,24,32,0,10000,2120000,54,54,7
"605",0,6,443,52343,1,1122,24,32,0,10000,11220000,25,1,1
"606",1.066,6,46808,445,2873,8.6e+07,24,0,0,2695.12195121951,80675422.1388368,10,48,5
"607",0.063,6,56304,443,10,1366,26,0,0,158.730158730159,21682.5396825397,35,5,1
"608",0.021,6,443,51251,3,215,25,32,0,142.857142857143,10238.0952380952,20,7,3
"609",0.093,6,443,47576,4,424,26,0,0,43.010752688172,4559.13978494624,51,49,5
"610",0,6,443,58066,1,54,17,32,0,10000,540000,17,40,8
"611",0.028,6,46283,80,2,140,18,0,0,71.4285714285714,5000,4,24,8
"612",0,6,443,56109,1,66,16,32,0,10000,660000,33,34,9
"613",0.046,6,37558,443,2,178,24,0,0,43.4782608695652,3869.5652173913,12,48,7
"614",0,6,40638,80,1,66,16,0,0,10000,660000,48,45,0
"615",0.203,6,42209,443,2,132,16,0,0,9.85221674876847,650.246305418719,48,49,7
"616",0,17,51024,53,2,148,0,0,0,20000,1480000,39,36,2
"617",0.098,6,443,50550,4,424,26,32,0,40.8163265306122,4326.5306122449,5,4,7
"618",0.029,6,51276,443,2,132,17,0,0,68.9655172413793,4551.72413793103,34,29,4
"619",0,6,443,40492,1,54,16,32,0,10000,540000,28,26,0
"620",0,17,47817,53,2,144,0,0,0,20000,1440000,54,37,9
"621",0,6,80,43734,1,66,16,0,0,10000,660000,39,33,8
"622",0,6,443,57882,1,54,16,32,0,10000,540000,29,17,2
"623",0.153,6,57208,443,8,2018,24,0,0,52.2875816993464,13189.5424836601,22,21,3
"624",0,6,80,33479,1,66,16,32,0,10000,660000,22,9,6
"625",0,17,56281,53,1,73,0,0,0,10000,730000,18,32,7
"626",0,6,8082,51649,1,212,24,32,0,10000,2120000,45,45,3
"627",0,6,443,60339,1,112,24,32,0,10000,1120000,1,40,2
"628",0,6,443,61486,1,54,16,32,0,10000,540000,17,38,5
"629",0,6,443,37212,3,229,25,0,0,30000,2290000,17,45,1
"630",0.021,6,43433,80,2,132,17,0,0,95.2380952380952,6285.71428571429,23,4,0
"631",0,6,443,42600,1,66,17,32,0,10000,660000,29,47,1
"632",0.06,6,40575,443,6,972,26,0,0,100,16200,35,16,2
"633",0,6,445,51146,1,108,24,0,0,10000,1080000,19,0,7
"634",0,6,58362,80,1,55,16,0,0,10000,550000,56,12,4
"635",0,6,55361,443,1,66,16,0,0,10000,660000,38,21,6
"636",0.132,6,443,49335,5,1648,26,32,0,37.8787878787879,12484.8484848485,52,8,8
"637",0.12,6,52613,80,2,140,18,0,0,16.6666666666667,1166.66666666667,28,51,0
"638",0.029,6,48914,443,4,271,29,0,0,137.931034482759,9344.8275862069,16,23,0
"639",0,6,80,59115,1,336,24,32,0,10000,3360000,7,44,8
"640",0,6,54029,443,1,66,16,0,0,10000,660000,5,43,4
"641",0,6,44070,443,1,66,16,0,0,10000,660000,11,46,7
"642",1.543,6,443,47663,95,96039,26,32,0,61.5683732987686,62241.7368762152,32,47,7
"643",0,6,445,48888,1,108,24,0,0,10000,1080000,34,36,6
"644",0.879,6,49514,443,57,5290,24,0,0,64.8464163822526,6018.20250284414,28,9,8
"645",0,6,80,53568,1,66,16,32,0,10000,660000,49,28,5
"646",0,17,54005,53,2,146,0,0,0,20000,1460000,15,43,7
"647",0,17,53,42274,1,131,0,0,0,10000,1310000,7,37,1
"648",0.001,6,56401,443,7,1012,24,0,0,7000,1012000,6,31,6
"649",0.454,6,443,48695,3,229,25,32,0,6.6079295154185,504.405286343612,25,43,8
"650",0,6,39731,80,1,66,16,0,0,10000,660000,10,57,6
"651",0,6,55732,443,1,66,16,0,0,10000,660000,36,50,7
"652",0,6,45478,443,1,66,16,0,0,10000,660000,17,5,7
"653",0,6,80,58670,2,132,17,32,0,20000,1320000,50,4,7
"654",0.005,17,48764,53,2,166,0,0,0,400,33200,34,8,2
"655",0,6,50677,80,1,66,16,0,0,10000,660000,19,30,7
"656",0.046,6,40666,443,3,723,26,0,0,65.2173913043478,15717.3913043478,26,17,8
"657",0,6,52713,80,1,66,16,0,0,10000,660000,36,39,7
"658",0.039,17,53,37896,2,248,0,0,0,51.2820512820513,6358.97435897436,39,19,6
"659",0,6,443,44048,1,66,16,32,0,10000,660000,22,24,1
"660",0.242,6,55329,443,2,1041,24,0,0,8.26446280991736,4301.65289256198,54,50,5
"661",0,6,445,37191,1,70,24,0,0,10000,7e+05,22,38,6
"662",0.004,17,45163,53,2,150,0,0,0,500,37500,14,44,9
"663",0,6,443,37493,1,66,16,32,0,10000,660000,20,14,3
"664",0.222,6,54783,8082,2,319,24,0,0,9.00900900900901,1436.93693693694,43,36,2
"665",0.104,6,443,39496,6,6427,26,32,0,57.6923076923077,61798.0769230769,18,19,0
"666",0,6,80,49853,1,66,16,32,0,10000,660000,12,22,8
"667",0,6,50676,80,1,66,16,0,0,10000,660000,17,48,0
"668",0,6,55488,80,1,66,16,0,0,10000,660000,17,52,7
"669",1.929,6,80,61483,6,3288,24,32,0,3.1104199066874,1704.5101088647,38,33,8
"670",0.059,6,42140,80,4,1246,26,0,0,67.7966101694915,21118.6440677966,15,25,0
"671",0,17,53,50289,1,163,0,0,0,10000,1630000,24,41,3
"672",0,6,54615,80,1,66,16,0,0,10000,660000,50,35,5
"673",0,17,58809,53,1,77,0,0,0,10000,770000,23,26,3
"674",0,6,443,43626,3,198,17,32,0,30000,1980000,28,2,3
"675",0.643,6,443,60720,7,6734,26,32,0,10.8864696734059,10472.7838258165,29,9,8
"676",0,6,443,59646,1,66,16,32,0,10000,660000,25,56,4
"677",0,6,48706,443,1,66,16,0,0,10000,660000,27,43,4
"678",0,6,53967,443,1,66,16,0,0,10000,660000,23,44,5
"679",0,6,47083,80,1,66,16,0,0,10000,660000,27,43,8
"680",0,6,59404,443,1,66,16,0,0,10000,660000,42,43,7
"681",0.141,6,47945,587,7,2112,24,0,0,49.645390070922,14978.7234042553,6,24,6
"682",0.308,6,58258,443,52,3566,26,0,0,168.831168831169,11577.9220779221,31,40,0
"683",0,6,50053,80,1,55,16,0,0,10000,550000,50,59,1
"684",0.019,6,60884,80,2,120,18,0,0,105.263157894737,6315.78947368421,1,31,4
"685",0,6,443,47865,1,66,16,32,0,10000,660000,28,22,3
"686",1.479,6,48067,443,6,2538,24,0,0,4.05679513184584,1716.02434077079,23,33,7
"687",0,17,37561,53,1,77,0,0,0,10000,770000,25,5,5
"688",0,17,53,55346,1,121,0,0,0,10000,1210000,26,39,4
"689",0.065,6,443,65355,2,200,24,32,0,30.7692307692308,3076.92307692308,24,4,5
"690",0,6,8082,48381,1,212,24,32,0,10000,2120000,15,22,3
"691",0.033,17,53,35989,2,243,0,0,0,60.6060606060606,7363.63636363636,40,26,9
"692",0.001,17,34159,53,2,172,0,0,0,2000,172000,41,54,7
"693",0,6,80,43350,1,66,16,32,0,10000,660000,51,53,7
"694",0.788,6,443,57297,5,586,26,0,0,6.34517766497462,743.654822335025,25,45,8
"695",0.087,6,443,46104,4,433,26,32,0,45.9770114942529,4977.01149425287,30,59,5
"696",0.562,6,55998,443,12,1606,27,0,0,21.3523131672598,2857.6512455516,28,7,8
"697",0,6,443,49540,1,54,16,32,0,10000,540000,29,59,4
"698",0,6,443,36487,1,54,16,32,0,10000,540000,1,58,3
"699",0.017,6,443,44202,3,215,25,32,0,176.470588235294,12647.0588235294,28,51,2
"700",0.019,6,58833,80,2,132,17,0,0,105.263157894737,6947.36842105263,28,15,3
"701",0,6,80,50359,1,66,16,32,0,10000,660000,10,26,1
"702",0.239,6,443,58588,3,572,25,32,0,12.5523012552301,2393.30543933054,43,6,5
"703",1.785,6,80,50559,3,648,26,32,0,1.68067226890756,363.025210084034,48,4,1
"704",0,6,33959,80,1,66,16,0,0,10000,660000,14,57,0
"705",0,6,53524,80,1,66,16,0,0,10000,660000,52,6,0
"706",0,17,54931,53,2,164,0,0,0,20000,1640000,39,11,1
"707",0,6,443,42413,1,66,16,32,0,10000,660000,4,23,8
"708",0.064,6,45250,443,2,178,24,0,0,31.25,2781.25,39,26,8
"709",1.416,6,46612,443,6,1445,24,0,0,4.23728813559322,1020.4802259887,54,2,6
"710",0.001,17,48729,53,2,170,0,0,0,2000,170000,40,40,4
"711",1.045,6,49010,443,20,2335,26,0,0,19.1387559808612,2234.44976076555,37,8,8
"712",0,6,443,53278,1,66,16,32,0,10000,660000,23,8,7
"713",1.503,6,80,59363,3,174,21,32,0,1.99600798403194,115.768463073852,8,50,1
"714",0.027,6,80,58501,2,108,17,32,0,74.0740740740741,4000,29,32,9
